Hour,Load,Existing Onshore Wind,Existing Fixed PV,Existing Single Axis PV,Existing Rooftop PV,Proposed Onshore Wind,Proposed Single Axis PV,Proposed Rooftop PV
"8,011","2,606.44",408.58,0.45,7.61,70.27,"2,319.02",216.62,70.27
"8,012","2,572.74",418.44,0.00,0.00,0.00,"2,241.55",0.00,0.00
"8,013","2,429.58",433.17,0.00,0.00,0.00,"2,206.11",0.00,0.00
"8,014","2,236.26",354.52,0.00,0.00,0.00,"1,957.31",0.00,0.00
"8,015","2,052.47",281.20,0.00,0.00,0.00,"1,634.20",0.00,0.00
"8,016","1,918.56",229.75,0.00,0.00,0.00,"1,384.56",0.00,0.00
"8,017","1,831.09",216.94,0.00,0.00,0.00,"1,219.59",0.00,0.00
"8,018","1,780.87",205.51,0.00,0.00,0.00,"1,073.84",0.00,0.00
"8,019","1,750.79",204.29,0.00,0.00,0.00,919.21,0.00,0.00
"8,020","1,741.30",204.50,0.00,0.00,0.00,850.32,0.00,0.00
"8,021","1,770.82",189.73,0.00,0.00,0.00,909.42,0.00,0.00
"8,022","1,832.31",176.30,0.23,8.93,18.79,809.64,114.79,18.79
"8,023","1,994.82",143.83,0.95,36.96,120.56,710.92,602.07,120.56
"8,024","2,103.69",82.84,2.35,97.81,267.70,596.05,"1,443.22",267.70
"8,025","2,058.87",64.24,4.52,114.73,474.49,660.56,"2,120.38",474.49
"8,026","1,953.92",67.10,7.21,125.72,719.79,764.73,"2,613.40",719.79
"8,027","1,740.30",94.18,8.94,128.32,928.27,908.92,"2,713.58",928.27
"8,028","1,606.36",132.93,9.80,134.90,"1,200.28","1,106.21","2,840.88","1,200.28"
"8,029","1,604.33",181.11,9.72,136.38,"1,212.12","1,454.36","2,852.05","1,212.12"
"8,030","1,575.53",226.19,9.21,135.22,"1,214.55","1,764.14","2,855.82","1,214.55"
"8,031","1,685.15",269.03,7.82,134.89,"1,053.23","2,027.32","2,794.44","1,053.23"
"8,032","1,749.29",284.55,5.82,128.38,785.33,"1,967.96","2,699.68",785.33
"8,033","1,915.55",282.11,3.36,111.32,483.15,"1,854.16","2,355.87",483.15
"8,034","2,133.48",218.66,0.94,38.81,166.37,"1,479.77",897.49,166.37
"8,035","2,286.31",192.82,0.47,10.43,65.64,"1,508.19",243.75,65.64
"8,036","2,360.15",222.74,0.00,0.00,0.00,"1,697.08",0.00,0.00
"8,037","2,294.34",247.96,0.00,0.00,0.00,"1,752.45",0.00,0.00
"8,038","2,134.52",250.34,0.00,0.00,0.00,"1,693.77",0.00,0.00
"8,039","1,978.34",226.04,0.00,0.00,0.00,"1,507.56",0.00,0.00
"8,040","1,848.93",202.48,0.00,0.00,0.00,"1,352.17",0.00,0.00
"8,041","1,753.53",178.80,0.00,0.00,0.00,"1,105.39",0.00,0.00
"8,042","1,709.68",168.58,0.00,0.00,0.00,914.84,0.00,0.00
"8,043","1,688.36",161.20,0.00,0.00,0.00,771.01,0.00,0.00
"8,044","1,700.31",159.32,0.00,0.00,0.00,714.50,0.00,0.00
"8,045","1,742.96",152.31,0.00,0.00,0.00,674.42,0.00,0.00
"8,046","1,795.61",143.94,0.37,9.13,32.66,510.77,165.73,32.66
"8,047","1,896.04",107.24,0.75,37.84,119.60,321.45,704.97,119.60
"8,048","1,879.34",59.02,3.09,98.32,383.06,188.61,"1,988.86",383.06
"8,049","1,720.71",30.62,5.52,124.01,705.65,107.11,"2,554.39",705.65
"8,050","1,450.66",15.75,7.25,127.50,954.50,82.90,"2,701.70",954.50
"8,051","1,305.30",16.82,9.01,136.55,"1,253.89",103.64,"2,883.12","1,253.89"
"8,052","1,156.60",44.02,9.72,138.64,"1,373.44",240.62,"2,942.38","1,373.44"
"8,053","1,013.00",90.33,9.58,138.59,"1,398.86",462.61,"2,936.63","1,398.86"
"8,054","1,037.83",153.25,9.15,136.83,"1,337.04",808.03,"2,918.31","1,337.04"
"8,055","1,119.98",221.54,7.86,133.30,"1,156.30","1,163.85","2,854.70","1,156.30"
"8,056","1,335.74",290.20,5.90,127.18,882.83,"1,434.00","2,731.87",882.83
"8,057","1,664.64",329.77,3.42,110.53,531.14,"1,626.05","2,368.66",531.14
"8,058","1,989.11",338.47,0.96,38.97,163.33,"1,860.64",906.89,163.33
"8,059","2,205.99",341.28,0.48,10.76,77.29,"2,161.08",246.22,77.29
"8,060","2,281.11",408.08,0.00,0.00,0.00,"2,511.77",0.00,0.00
"8,061","2,205.24",413.24,0.00,0.00,0.00,"2,528.32",0.00,0.00
"8,062","2,086.65",405.15,0.00,0.00,0.00,"2,527.11",0.00,0.00
"8,063","1,961.52",376.43,0.00,0.00,0.00,"2,193.77",0.00,0.00
"8,064","1,854.96",345.17,0.00,0.00,0.00,"1,866.06",0.00,0.00
"8,065","1,791.98",304.54,0.00,0.00,0.00,"1,581.45",0.00,0.00
"8,066","1,728.16",314.49,0.00,0.00,0.00,"1,497.78",0.00,0.00
"8,067","1,685.91",326.41,0.00,0.00,0.00,"1,453.46",0.00,0.00
"8,068","1,679.98",324.21,0.00,0.00,0.00,"1,360.67",0.00,0.00
"8,069","1,690.49",300.84,0.00,0.00,0.00,"1,201.98",0.00,0.00
"8,070","1,671.91",268.90,0.37,8.24,44.98,934.67,158.10,44.98
"8,071","1,599.05",180.45,0.77,37.71,82.31,636.39,723.92,82.31
"8,072","1,458.86",114.98,2.96,93.78,401.98,525.81,"1,989.95",401.98
"8,073","1,339.17",62.14,5.52,113.13,752.27,519.42,"2,527.42",752.27
"8,074","1,252.07",35.23,7.45,126.47,"1,010.67",641.04,"2,667.10","1,010.67"
"8,075","1,016.54",24.61,8.87,131.59,"1,204.93",784.58,"2,787.89","1,204.93"
"8,076",931.87,50.04,9.51,129.06,"1,300.08",919.70,"2,788.77","1,300.08"
"8,077",913.80,105.96,9.49,127.89,"1,332.27","1,113.82","2,695.51","1,332.27"
"8,078",967.60,156.46,8.87,122.88,"1,260.65","1,579.32","2,548.21","1,260.65"
"8,079","1,123.26",209.75,7.38,110.21,"1,113.11","2,300.22","2,452.92","1,113.11"
"8,080","1,390.01",258.55,5.54,93.83,852.36,"3,017.98","2,122.83",852.36
"8,081","1,738.79",312.29,3.23,67.33,506.39,"3,843.10","1,721.04",506.39
"8,082","2,062.24",380.92,1.00,31.82,167.71,"4,423.20",839.10,167.71
"8,083","2,252.42",416.93,0.46,7.86,74.59,"4,321.34",202.11,74.59
"8,084","2,311.21",498.87,0.00,0.00,0.00,"4,211.09",0.00,0.00
"8,085","2,220.61",545.71,0.00,0.00,0.00,"4,013.48",0.00,0.00
"8,086","2,111.18",540.01,0.00,0.00,0.00,"3,952.16",0.00,0.00
"8,087","1,979.10",501.99,0.00,0.00,0.00,"3,784.50",0.00,0.00
"8,088","1,853.64",449.49,0.00,0.00,0.00,"3,735.50",0.00,0.00
"8,089","1,756.80",397.01,0.00,0.00,0.00,"3,860.91",0.00,0.00
"8,090","1,694.27",369.71,0.00,0.00,0.00,"4,149.50",0.00,0.00
"8,091","1,673.20",374.03,0.00,0.00,0.00,"4,326.40",0.00,0.00
"8,092","1,653.44",416.99,0.00,0.00,0.00,"4,243.86",0.00,0.00
"8,093","1,646.69",434.60,0.00,0.00,0.00,"4,161.94",0.00,0.00
"8,094","1,602.05",406.55,0.36,6.39,41.74,"3,299.77",128.12,41.74
"8,095","1,466.09",323.50,0.73,30.90,84.41,"3,595.94",680.14,84.41
"8,096","1,303.99",260.00,3.07,87.95,390.71,"3,578.49","1,981.87",390.71
"8,097","1,124.46",193.79,5.64,119.30,728.73,"3,399.13","2,404.02",728.73
"8,098",969.03,156.57,7.72,115.91,"1,006.10","3,320.56","2,598.91","1,006.10"
"8,099",967.74,126.57,9.14,136.08,"1,214.58","3,220.31","2,744.98","1,214.58"
"8,100","1,034.53",103.11,9.80,137.63,"1,317.58","3,177.36","2,775.09","1,317.58"
"8,101","1,081.63",102.74,9.80,138.40,"1,322.34","3,092.07","2,734.65","1,322.34"
"8,102","1,300.31",138.03,9.11,135.82,"1,221.25","3,109.62","2,726.55","1,221.25"
"8,103","1,352.11",256.56,6.11,133.74,906.52,"3,314.85","2,481.99",906.52
"8,104","1,510.65",378.76,5.25,125.38,734.69,"3,530.75","2,284.59",734.69
"8,105","1,828.85",482.20,3.04,108.47,474.66,"3,915.64","2,011.47",474.66
"8,106","2,160.77",508.89,1.10,39.69,166.66,"3,705.31",852.71,166.66
"8,107","2,368.36",594.67,0.48,10.72,75.11,"4,217.81",234.33,75.11
"8,108","2,384.24",605.29,0.00,0.00,0.00,"4,546.18",0.00,0.00
"8,109","2,268.30",579.17,0.00,0.00,0.00,"4,635.91",0.00,0.00
"8,110","2,098.83",543.42,0.00,0.00,0.00,"4,683.55",0.00,0.00
"8,111","1,952.84",501.06,0.00,0.00,0.00,"4,315.87",0.00,0.00
"8,112","1,826.61",512.48,0.00,0.00,0.00,"4,293.68",0.00,0.00
"8,113","1,744.08",535.79,0.00,0.00,0.00,"4,071.18",0.00,0.00
"8,114","1,708.73",529.31,0.00,0.00,0.00,"3,853.99",0.00,0.00
"8,115","1,705.61",479.01,0.00,0.00,0.00,"3,575.05",0.00,0.00
"8,116","1,713.04",416.55,0.00,0.00,0.00,"3,348.44",0.00,0.00
"8,117","1,754.10",381.65,0.00,0.00,0.00,"3,148.73",0.00,0.00
"8,118","1,799.48",238.05,0.37,10.08,42.35,"2,017.49",150.58,42.35
"8,119","1,828.69",175.88,0.71,37.93,83.24,"2,007.98",663.39,83.24
"8,120","1,750.21",109.08,2.98,109.22,382.32,"1,769.22","2,049.35",382.32
"8,121","1,580.23",62.95,5.54,127.45,730.76,"1,558.83","2,437.93",730.76
"8,122","1,398.39",53.58,7.65,132.70,"1,004.16","1,506.36","2,678.34","1,004.16"
"8,123","1,293.69",83.64,8.97,136.34,"1,209.62","1,630.56","2,783.52","1,209.62"
"8,124","1,267.90",133.45,9.65,137.97,"1,295.75","2,020.80","2,801.91","1,295.75"
"8,125","1,298.43",195.11,9.73,138.25,"1,321.92","2,607.64","2,808.66","1,321.92"
"8,126","1,374.54",276.27,9.16,137.20,"1,242.94","3,036.04","2,749.82","1,242.94"
"8,127","1,516.75",374.70,7.78,133.85,"1,060.44","3,448.91","2,634.16","1,060.44"
"8,128","1,834.06",469.47,5.80,128.05,790.01,"3,851.25","2,450.68",790.01
"8,129","2,188.89",531.77,3.43,109.74,478.60,"4,087.61","2,112.28",478.60
"8,130","2,231.85",569.02,1.04,41.54,170.80,"3,581.72",871.64,170.80
"8,131","2,424.51",564.36,0.48,11.34,70.43,"3,488.97",227.94,70.43
"8,132","2,467.98",527.97,0.00,0.00,0.00,"3,523.89",0.00,0.00
"8,133","2,408.87",514.19,0.00,0.00,0.00,"3,549.83",0.00,0.00
"8,134","2,253.79",480.98,0.00,0.00,0.00,"3,289.81",0.00,0.00
"8,135","2,085.87",430.10,0.00,0.00,0.00,"2,881.10",0.00,0.00
"8,136","1,964.98",365.82,0.00,0.00,0.00,"2,746.53",0.00,0.00
"8,137","1,867.90",322.54,0.00,0.00,0.00,"2,783.47",0.00,0.00
"8,138","1,792.30",317.55,0.00,0.00,0.00,"2,675.09",0.00,0.00
"8,139","1,762.38",341.78,0.00,0.00,0.00,"2,538.72",0.00,0.00
"8,140","1,761.29",369.54,0.00,0.00,0.00,"2,403.86",0.00,0.00
"8,141","1,791.80",418.09,0.00,0.00,0.00,"2,457.40",0.00,0.00
"8,142","1,824.45",430.62,0.37,3.44,38.07,"1,978.20",126.67,38.07
"8,143","1,861.22",399.58,0.75,22.15,88.73,"2,179.71",568.06,88.73
"8,144","1,885.19",387.18,2.70,77.60,357.57,"2,285.25","1,734.18",357.57
"8,145","1,846.31",371.50,4.44,92.51,689.26,"2,233.63","2,152.50",689.26
"8,146","1,726.48",333.76,5.68,119.14,978.82,"2,082.95","2,410.78",978.82
"8,147","1,522.74",294.35,8.06,131.68,"1,164.54","1,973.96","2,725.94","1,164.54"
"8,148","1,365.71",285.37,9.38,138.05,"1,379.59","2,097.19","2,892.08","1,379.59"
"8,149","1,301.57",302.81,9.80,138.99,"1,404.07","2,471.93","2,944.91","1,404.07"
"8,150","1,268.74",352.92,9.33,138.21,"1,319.98","3,058.35","2,942.39","1,319.98"
"8,151","1,345.33",429.01,7.96,134.63,"1,129.53","3,624.94","2,863.23","1,129.53"
"8,152","1,587.37",499.88,5.92,128.61,857.94,"3,897.60","2,730.57",857.94
"8,153","1,895.50",547.62,3.36,108.35,507.60,"4,343.37","2,360.02",507.60
"8,154","2,116.11",554.20,1.10,41.46,176.73,"4,674.09",951.43,176.73
"8,155","2,313.27",572.31,0.51,11.15,80.53,"5,148.46",255.67,80.53
"8,156","2,360.47",663.44,0.00,0.00,0.00,"5,192.67",0.00,0.00
"8,157","2,319.56",766.61,0.00,0.00,0.00,"5,087.72",0.00,0.00
"8,158","2,178.47",769.56,0.00,0.00,0.00,"4,922.61",0.00,0.00
"8,159","2,017.17",733.68,0.00,0.00,0.00,"4,995.50",0.00,0.00
"8,160","1,894.13",724.22,0.00,0.00,0.00,"5,018.29",0.00,0.00
"8,161","1,791.93",722.51,0.00,0.00,0.00,"4,944.60",0.00,0.00
"8,162","1,748.44",716.41,0.00,0.00,0.00,"4,969.02",0.00,0.00
"8,163","1,719.20",715.85,0.00,0.00,0.00,"4,958.48",0.00,0.00
"8,164","1,706.56",714.06,0.00,0.00,0.00,"4,996.74",0.00,0.00
"8,165","1,735.97",715.58,0.00,0.00,0.00,"5,074.05",0.00,0.00
"8,166","1,778.14",626.12,0.39,10.08,45.80,"4,454.60",176.63,45.80
"8,167","1,798.91",632.27,0.66,36.51,68.41,"4,657.13",698.05,68.41
"8,168","1,683.85",653.20,3.03,109.28,394.43,"4,575.98","2,187.34",394.43
"8,169","1,417.32",634.71,5.58,124.63,759.39,"4,076.66","2,617.96",759.39
"8,170","1,210.42",569.36,7.44,131.52,"1,045.89","3,208.87","2,743.14","1,045.89"
"8,171","1,115.80",484.99,7.58,132.72,"1,064.75","2,545.80","2,771.42","1,064.75"
"8,172","1,144.58",383.14,6.83,119.57,"1,195.36","2,124.98","2,738.46","1,195.36"
"8,173","1,130.06",311.66,8.22,121.11,"1,210.35","2,097.28","2,777.63","1,210.35"
"8,174","1,238.80",264.02,8.57,124.75,"1,104.11","2,362.12","2,776.74","1,104.11"
"8,175","1,470.73",299.70,7.83,132.21,"1,128.44","2,573.48","2,772.95","1,128.44"
"8,176","1,786.88",314.48,5.51,125.90,833.89,"2,618.59","2,422.01",833.89
"8,177","2,119.27",369.12,3.08,102.18,501.37,"2,787.66","1,994.12",501.37
"8,178","2,360.18",423.34,0.83,39.01,182.60,"2,947.94",777.57,182.60
"8,179","2,483.61",512.51,0.38,8.12,72.81,"3,450.74",202.66,72.81
"8,180","2,485.14",591.62,0.00,0.00,0.00,"4,138.20",0.00,0.00
"8,181","2,390.79",636.54,0.00,0.00,0.00,"4,441.74",0.00,0.00
"8,182","2,211.88",647.09,0.00,0.00,0.00,"4,381.88",0.00,0.00
"8,183","2,022.66",633.22,0.00,0.00,0.00,"4,246.44",0.00,0.00
"8,184","1,900.21",648.23,0.00,0.00,0.00,"4,084.66",0.00,0.00
"8,185","1,797.35",667.60,0.00,0.00,0.00,"4,098.13",0.00,0.00
"8,186","1,748.79",662.30,0.00,0.00,0.00,"4,068.00",0.00,0.00
"8,187","1,732.99",640.89,0.00,0.00,0.00,"3,892.25",0.00,0.00
"8,188","1,728.91",547.94,0.00,0.00,0.00,"3,684.89",0.00,0.00
"8,189","1,800.69",408.90,0.00,0.00,0.00,"3,431.15",0.00,0.00
"8,190","1,835.08",242.69,0.38,7.92,43.44,"1,935.07",160.59,43.44
"8,191","1,866.32",355.28,0.65,36.22,67.57,"2,173.46",676.16,67.57
"8,192","1,804.77",342.77,2.93,99.83,379.40,"2,031.11","2,073.83",379.40
"8,193","1,601.02",279.50,5.47,118.18,744.39,"1,596.02","2,473.73",744.39
"8,194","1,401.89",216.69,7.56,128.48,"1,049.82","1,156.96","2,715.59","1,049.82"
"8,195","1,320.05",187.53,8.99,132.91,"1,266.59","1,121.60","2,759.38","1,266.59"
"8,196","1,304.61",215.95,9.79,136.94,"1,384.36","1,660.11","2,877.84","1,384.36"
"8,197","1,318.44",278.54,9.80,138.14,"1,409.62","2,455.26","2,905.74","1,409.62"
"8,198","1,440.78",343.81,9.17,134.82,"1,273.95","3,166.87","2,882.70","1,273.95"
"8,199","1,578.93",384.85,7.99,132.98,"1,151.90","3,589.98","2,839.10","1,151.90"
"8,200","1,731.04",397.61,5.78,126.90,880.27,"3,599.97","2,712.52",880.27
"8,201","1,959.45",402.74,3.20,108.71,540.71,"3,646.54","2,220.76",540.71
"8,202","2,238.41",348.29,1.12,40.99,186.82,"3,583.21",964.15,186.82
"8,203","2,367.08",329.02,0.55,11.33,76.08,"3,650.60",261.36,76.08
"8,204","2,402.55",386.56,0.00,0.00,0.00,"3,384.90",0.00,0.00
"8,205","2,352.91",455.64,0.00,0.00,0.00,"2,825.15",0.00,0.00
"8,206","2,224.08",455.25,0.00,0.00,0.00,"2,306.14",0.00,0.00
"8,207","2,066.37",407.19,0.00,0.00,0.00,"1,858.77",0.00,0.00
"8,208","1,941.04",348.60,0.00,0.00,0.00,"1,608.75",0.00,0.00
"8,209","1,846.76",307.84,0.00,0.00,0.00,"1,442.06",0.00,0.00
"8,210","1,789.52",304.51,0.00,0.00,0.00,"1,358.37",0.00,0.00
"8,211","1,761.60",303.71,0.00,0.00,0.00,"1,248.33",0.00,0.00
"8,212","1,768.81",290.26,0.00,0.00,0.00,"1,082.92",0.00,0.00
"8,213","1,788.85",248.83,0.00,0.00,0.00,992.44,0.00,0.00
"8,214","1,814.17",213.18,0.25,8.90,26.58,775.47,114.39,26.58
"8,215","1,881.75",216.19,0.91,33.75,113.88,719.84,565.08,113.88
"8,216","1,852.27",181.15,2.14,57.54,304.74,595.25,"1,268.76",304.74
"8,217","1,674.50",134.87,3.03,81.77,562.47,425.31,"1,797.07",562.47
"8,218","1,490.68",107.12,5.03,95.61,717.99,371.57,"2,323.14",717.99
"8,219","1,305.95",93.27,7.44,113.66,992.43,424.52,"2,614.28",992.43
"8,220","1,130.70",103.21,9.20,131.91,"1,270.74",541.81,"2,811.53","1,270.74"
"8,221","1,031.40",130.72,9.68,138.95,"1,376.01",864.36,"2,843.99","1,376.01"
"8,222","1,035.72",184.53,9.35,137.53,"1,344.67","1,357.20","2,841.90","1,344.67"
"8,223","1,122.08",251.31,7.83,134.84,"1,113.34","1,896.84","2,831.64","1,113.34"
"8,224","1,353.27",309.00,6.08,128.66,871.74,"2,403.90","2,716.50",871.74
"8,225","1,677.20",358.27,3.65,112.94,532.88,"3,000.80","2,375.85",532.88
"8,226","1,964.41",374.03,1.14,44.94,184.87,"3,436.28",995.82,184.87
"8,227","2,190.17",357.47,0.58,13.25,87.30,"3,241.68",285.32,87.30
"8,228","2,286.43",344.87,0.00,0.00,0.00,"2,858.98",0.00,0.00
"8,229","2,271.25",382.52,0.00,0.00,0.00,"2,290.14",0.00,0.00
"8,230","2,155.38",412.42,0.00,0.00,0.00,"1,986.01",0.00,0.00
"8,231","2,025.72",405.71,0.00,0.00,0.00,"1,964.99",0.00,0.00
"8,232","1,919.64",394.34,0.00,0.00,0.00,"2,140.76",0.00,0.00
"8,233","1,856.47",389.83,0.00,0.00,0.00,"2,141.44",0.00,0.00
"8,234","1,779.78",396.16,0.00,0.00,0.00,"2,029.83",0.00,0.00
"8,235","1,747.81",406.68,0.00,0.00,0.00,"1,920.11",0.00,0.00
"8,236","1,746.59",407.42,0.00,0.00,0.00,"1,833.66",0.00,0.00
"8,237","1,753.03",404.95,0.00,0.00,0.00,"1,793.34",0.00,0.00
"8,238","1,718.92",352.94,0.35,8.96,45.11,"1,317.61",160.53,45.11
"8,239","1,619.97",313.19,0.82,34.90,62.58,"1,057.80",622.24,62.58
"8,240","1,436.42",327.28,2.81,95.80,379.21,"1,312.29","2,010.84",379.21
"8,241","1,226.66",293.19,4.97,111.35,749.91,"1,157.32","2,449.81",749.91
"8,242","1,076.01",208.64,5.98,118.66,"1,027.41",774.41,"2,455.52","1,027.41"
"8,243","1,044.26",145.85,6.49,117.90,"1,187.03",654.57,"2,355.26","1,187.03"
"8,244",973.25,111.90,6.80,121.53,"1,212.78",747.15,"2,524.86","1,212.78"
"8,245",977.33,118.73,6.24,125.95,"1,233.22","1,089.94","2,543.21","1,233.22"
"8,246","1,009.30",208.69,7.60,125.62,"1,254.93","1,847.49","2,693.23","1,254.93"
"8,247","1,029.32",353.51,7.25,118.18,"1,142.72","2,901.22","2,628.10","1,142.72"
"8,248","1,193.75",537.35,5.50,115.61,896.89,"3,549.43","2,556.67",896.89
"8,249","1,482.61",608.77,3.49,106.49,552.45,"4,046.90","2,299.19",552.45
"8,250","1,804.86",631.97,1.18,44.96,193.35,"4,222.14","1,013.55",193.35
"8,251","2,073.88",588.60,0.58,12.91,91.86,"4,468.73",287.98,91.86
"8,252","2,172.60",572.42,0.00,0.00,0.00,"4,496.90",0.00,0.00
"8,253","2,176.80",578.68,0.00,0.00,0.00,"4,527.20",0.00,0.00
"8,254","2,074.19",661.65,0.00,0.00,0.00,"4,501.66",0.00,0.00
"8,255","1,957.17",669.01,0.00,0.00,0.00,"4,263.82",0.00,0.00
"8,256","1,859.86",675.93,0.00,0.00,0.00,"3,992.47",0.00,0.00
"8,257","1,784.70",668.85,0.00,0.00,0.00,"3,773.99",0.00,0.00
"8,258","1,734.67",631.13,0.00,0.00,0.00,"3,704.86",0.00,0.00
"8,259","1,710.82",645.29,0.00,0.00,0.00,"3,645.28",0.00,0.00
"8,260","1,703.52",666.38,0.00,0.00,0.00,"3,436.33",0.00,0.00
"8,261","1,702.73",663.43,0.00,0.00,0.00,"3,191.83",0.00,0.00
"8,262","1,642.52",600.99,0.38,10.04,44.65,"2,400.59",168.37,44.65
"8,263","1,518.98",580.38,0.58,34.34,56.97,"2,243.94",639.99,56.97
"8,264","1,323.37",541.95,2.92,106.42,376.67,"2,540.67","2,146.01",376.67
"8,265","1,105.38",483.84,5.56,129.64,749.83,"2,145.02","2,657.72",749.83
"8,266",911.51,393.24,7.73,135.50,"1,057.99","1,733.94","2,830.73","1,057.99"
"8,267",819.16,287.52,9.22,138.96,"1,272.52","1,410.59","2,929.00","1,272.52"
"8,268",797.68,194.60,9.80,139.97,"1,391.14","1,219.98","2,975.33","1,391.14"
"8,269",798.32,149.85,9.80,140.16,"1,410.85","1,144.41","2,983.93","1,410.85"
"8,270",831.43,131.77,9.46,139.18,"1,339.50","1,237.06","2,972.92","1,339.50"
"8,271",919.40,142.54,8.18,136.77,"1,170.71","1,747.43","2,920.60","1,170.71"
"8,272","1,161.59",193.44,6.23,131.54,908.04,"2,351.30","2,810.55",908.04
"8,273","1,502.22",301.88,3.74,116.28,559.25,"2,918.18","2,481.05",559.25
"8,274","1,836.91",381.80,1.18,45.92,194.28,"3,340.06","1,047.86",194.28
"8,275","2,087.60",464.26,0.61,13.99,94.38,"4,117.68",307.64,94.38
"8,276","2,132.32",578.35,0.00,0.00,0.00,"4,849.77",0.00,0.00
"8,277","2,120.76",661.12,0.00,0.00,0.00,"5,145.76",0.00,0.00
"8,278","2,001.95",706.86,0.00,0.00,0.00,"5,048.13",0.00,0.00
"8,279","1,864.35",715.20,0.00,0.00,0.00,"4,879.45",0.00,0.00
"8,280","1,800.95",701.38,0.00,0.00,0.00,"4,851.53",0.00,0.00
"8,281","1,787.42",692.09,0.00,0.00,0.00,"4,851.87",0.00,0.00
"8,282","1,751.06",701.29,0.00,0.00,0.00,"4,744.39",0.00,0.00
"8,283","1,729.18",716.06,0.00,0.00,0.00,"4,583.05",0.00,0.00
"8,284","1,723.93",737.51,0.00,0.00,0.00,"4,466.23",0.00,0.00
"8,285","1,753.38",751.32,0.00,0.00,0.00,"4,416.08",0.00,0.00
"8,286","1,807.18",699.96,0.38,10.04,45.51,"3,917.01",187.92,45.51
"8,287","1,805.99",660.76,0.54,33.94,52.08,"3,922.31",644.75,52.08
"8,288","1,685.02",639.63,2.88,108.16,372.09,"4,032.31","2,240.64",372.09
"8,289","1,427.14",585.63,5.52,128.15,749.32,"3,730.50","2,707.51",749.32
"8,290","1,219.45",502.88,7.68,134.67,"1,060.05","3,419.49","2,857.72","1,060.05"
"8,291","1,121.48",413.03,9.16,137.55,"1,274.92","3,008.76","2,936.88","1,274.92"
"8,292","1,100.92",348.88,9.80,139.50,"1,385.77","2,421.88","2,962.71","1,385.77"
"8,293","1,114.30",304.98,9.80,139.25,"1,410.05","2,050.61","2,964.60","1,410.05"
"8,294","1,193.65",294.82,9.36,137.09,"1,335.88","2,029.88","2,942.37","1,335.88"
"8,295","1,346.55",311.17,8.10,133.92,"1,162.10","2,377.73","2,882.20","1,162.10"
"8,296","1,605.82",355.73,6.19,121.17,903.45,"3,137.45","2,550.50",903.45
"8,297","1,941.61",475.78,3.73,109.95,557.59,"3,783.52","2,203.06",557.59
"8,298","2,237.83",584.93,1.21,46.18,197.85,"4,402.54",974.72,197.85
"8,299","2,436.80",675.91,0.61,13.62,94.83,"5,186.87",283.82,94.83
"8,300","2,447.82",744.52,0.00,0.00,0.00,"5,599.45",0.00,0.00
"8,301","2,375.69",830.65,0.00,0.00,0.00,"5,681.78",0.00,0.00
"8,302","2,226.64",873.42,0.00,0.00,0.00,"5,647.45",0.00,0.00
"8,303","2,070.53",871.35,0.00,0.00,0.00,"5,614.50",0.00,0.00
"8,304","1,925.75",856.48,0.00,0.00,0.00,"5,619.74",0.00,0.00
"8,305","1,837.83",849.44,0.00,0.00,0.00,"5,654.25",0.00,0.00
"8,306","1,773.17",837.53,0.00,0.00,0.00,"5,719.93",0.00,0.00
"8,307","1,729.04",837.83,0.00,0.00,0.00,"5,790.96",0.00,0.00
"8,308","1,728.03",833.83,0.00,0.00,0.00,"5,778.46",0.00,0.00
"8,309","1,753.66",836.02,0.00,0.00,0.00,"5,712.65",0.00,0.00
"8,310","1,846.98",761.16,0.24,4.27,33.58,"4,451.99",123.13,33.58
"8,311","2,002.55",741.93,0.88,25.21,108.08,"4,791.03",533.96,108.08
"8,312","2,163.33",793.85,1.82,73.45,237.03,"4,869.28","1,584.61",237.03
"8,313","2,176.41",810.10,3.48,82.78,426.24,"4,801.20","2,163.50",426.24
"8,314","2,097.35",807.42,4.42,85.34,537.53,"4,706.50","2,356.03",537.53
"8,315","1,964.06",780.52,5.34,112.98,678.63,"4,491.92","2,480.11",678.63
"8,316","1,919.92",748.40,6.23,128.59,709.18,"4,189.45","2,560.68",709.18
"8,317","1,857.33",762.91,8.77,118.13,"1,193.61","4,123.12","2,587.26","1,193.61"
"8,318","1,685.57",776.76,8.30,124.84,"1,180.81","4,219.39","2,618.42","1,180.81"
"8,319","1,247.77",787.23,5.39,121.38,"1,057.19","4,339.22","2,514.81","1,057.19"
"8,320","1,285.98",793.62,4.38,119.18,817.43,"4,739.27","2,421.17",817.43
"8,321","1,650.50",817.87,3.41,99.74,547.45,"5,097.60","2,206.94",547.45
"8,322","1,964.47",820.32,1.30,46.10,203.17,"5,094.81",990.24,203.17
"8,323","2,204.09",858.88,0.53,13.09,93.65,"5,400.49",278.80,93.65
"8,324","2,290.04",886.50,0.00,0.00,0.00,"5,591.14",0.00,0.00
"8,325","2,249.38",899.69,0.00,0.00,0.00,"5,656.76",0.00,0.00
"8,326","2,132.46",884.16,0.00,0.00,0.00,"5,712.47",0.00,0.00
"8,327","1,971.29",854.09,0.00,0.00,0.00,"5,709.20",0.00,0.00
"8,328","1,840.12",822.04,0.00,0.00,0.00,"5,639.74",0.00,0.00
"8,329","1,758.67",783.78,0.00,0.00,0.00,"5,531.22",0.00,0.00
